e_J1,e_J2,Xo,X2,S1,v_J1,v_J2
6.4,8.7,5.0,1.0,2.234879156104567,2.744063073321749,2.7440630733217497
12.16,8.7,5.0,1.0,3.570829331922786,3.765808058590345,3.7658080585903457
6.4,16.529999999999998,5.0,1.0,1.3857921267090059,3.4986680986705667,3.498668098670567
6.4,8.7,9.5,1.0,3.010912375983305,3.383558661447501,3.3835586614475006
6.4,8.7,5.0,1.9,3.082699359463823,2.21838592698542,2.21838592698542
