e_J1,e_J2,Xo,X2,S1,v_J1,v_J2
6.4,8.7,5.0,1.0,2.234879156104567,2.744063073321749,2.7440630733217497
1.92,8.7,5.0,1.0,0.9208816527314331,1.2207516093003357,1.2207516093003359
6.4,2.61,5.0,1.0,5.257623847304324,1.393286201430988,1.393286201430988
6.4,8.7,1.5,1.0,1.2248630427747496,1.6385665333536505,1.6385665333536508
6.4,8.7,5.0,0.3,1.2778195325985238,3.618744193636744,3.618744193636744
