e_J1,e_J2,e_J3,Xo,X2,S1,S2,v_J1,v_J2,v_J3
6.4,8.7,5.5,5,1,8.606933466,1.011511844,2.025714625,2.025714625,2.025714625
6.72,8.7,5.5,5,1,8.874828505,1.027943731,2.052151783,2.052151783,2.052151783
6.4,9.135,5.5,5,1,8.463147205,1.035825833,2.064690978,2.064690978,2.064690978
6.4,8.7,5.775,5,1,8.485632485,0.972048692,2.058562277,2.058562277,2.058562277
