e_J1,e_J2,Xo,X2,S1,v_J1,v_J2
6.4,8.7,5.0,1.0,2.234879156104567,2.744063073321749,2.7440630733217497
3.2,8.7,5.0,1.0,1.334169865056531,1.777619962252541,1.7776199622525413
6.4,4.35,5.0,1.0,3.703398055422117,1.9241991165277965,1.9241991165277965
6.4,8.7,2.5,1.0,1.5907124143594296,2.0834179818668295,2.08341798186683
6.4,8.7,5.0,0.5,1.6012347806835503,3.2778314282047036,3.2778314282047036
