e_J1,e_J2,Xo,X2,S1,v_J1,v_J2
6.4,8.7,5.0,1.0,2.234879156104567,2.744063073321749,2.7440630733217497
10.88,8.7,5.0,1.0,3.297369848436069,3.5862372544013863,3.586237254401386
6.4,14.79,5.0,1.0,1.505083708775761,3.3734760844579803,3.3734760844579803
6.4,8.7,8.5,1.0,2.862959741230552,3.2724537163235774,3.272453716323578
6.4,8.7,5.0,1.7,2.9145439657757675,2.30963249084486,2.3096324908448596
