e_J1,e_J2,Xo,X2,S1,v_J1,v_J2
6.4,8.7,5.0,1.0,2.234879156104567,2.744063073321749,2.7440630733217497
19.200000000000003,8.7,5.0,1.0,4.90156232330736,4.485914124084318,4.485914124085903
6.4,26.099999999999998,5.0,1.0,0.9926314600700139,3.971299127928195,3.971299127928195
6.4,8.7,15.0,1.0,3.6805105103529536,3.834337353881995,3.834337353881995
6.4,8.7,5.0,3.0,3.881798040529862,1.8501825177871138,1.8501825177871138
