e_J1,e_J2,Xo,X2,S1,v_J1,v_J2
6.4,8.7,5.0,1.0,2.234879156104567,2.744063073321749,2.7440630733217497
10.240000000000002,8.7,5.0,1.0,3.1561950401708443,3.4883194439455703,3.488319443946021
6.4,13.92,5.0,1.0,1.5745510889230272,3.303925351337481,3.3039253513374813
6.4,8.7,8.0,1.0,2.7847563794458923,3.2118299884285744,3.211829988428575
6.4,8.7,5.0,1.6,2.826884045858044,2.3594711466680534,2.3594711466680534
