e_J1,e_J2,Xo,X2,S1,v_J1,v_J2
6.4,8.7,5.0,1.0,2.234879156104567,2.744063073321749,2.7440630733217497
8.32,8.7,5.0,1.0,2.712823686153096,3.1548591536224557,3.1548591536224557
6.4,11.309999999999999,5.0,1.0,1.8382291945489941,3.0600645518995138,3.0600645518995133
6.4,8.7,6.5,1.0,2.5297090666925555,3.0043492508136587,3.004349250813659
6.4,8.7,5.0,1.3,2.5469201065296994,2.530169183689319,2.530169183689319
