e_J1,e_J2,Xo,X2,S1,v_J1,v_J2
6.4,8.7,5.0,1.0,2.234879156104567,2.744063073321749,2.7440630733217497
4.4799999999999995,8.7,5.0,1.0,1.7133453878474134,2.220249259738032,2.2202492597380323
6.4,6.089999999999999,5.0,1.0,2.906681659209009,2.314036959937167,2.3140369599371677
6.4,8.7,3.5,1.0,1.88029841848817,2.39768409965822,2.3976840996582194
6.4,8.7,5.0,0.7,1.8772287954128382,3.02647314803785,3.0264731480378493
