e_J1,e_J2,Xo,X2,S1,v_J1,v_J2
6.4,8.7,5.0,1.0,2.234879156104567,2.744063073321749,2.7440630733217497
5.760000000000001,8.7,5.0,1.0,2.066462621477585,2.5844167869496464,2.5844167869496464
6.4,7.829999999999999,5.0,1.0,2.4164034375447554,2.6163508968429077,2.6163508968429077
6.4,8.7,4.5,1.0,2.124758343598419,2.6406363809711357,2.6406363809711353
6.4,8.7,5.0,0.9,2.1216588061324035,2.828767041413143,2.8287670414131445
