e_J1,e_J2,Xo,X2,S1,v_J1,v_J2
6.4,8.7,5,1,2.234879156,2.744063073,2.744063073
6.72,8.7,5,1,2.317264628,2.819160691,2.819160691
6.4,9.135,5,1,2.155304446,2.803168093,2.803168093
6.4,8.7,5.25,1,2.287454296,2.792207046,2.792207046
6.4,8.7,5,1.05,2.289585602,2.704561361,2.704561361
