e_J1,e_J2,Xo,X2,S1,v_J1,v_J2
6.4,8.7,5.0,1.0,2.234879156104567,2.744063073321749,2.7440630733217497
7.040000000000001,8.7,5.0,1.0,2.3985019885013035,2.891380144181021,2.8913801441810207
6.4,9.57,5.0,1.0,2.081982572987877,2.8594342275966764,2.8594342275966764
6.4,8.7,5.5,1.0,2.3385297801421507,2.838238218824706,2.8382382188247073
6.4,8.7,5.0,1.1,2.3431270129686683,2.666759656350171,2.6667596563501705
