e_J1,e_J2,Xo,X2,S1,v_J1,v_J2
6.4,8.7,5.0,1.0,2.234879156104567,2.744063073321749,2.7440630733217497
5.120000000000001,8.7,5.0,1.0,1.8928006358260232,2.410580956162507,2.410580956162507
6.4,6.96,5.0,1.0,2.6357601416782512,2.4739980535706443,2.473998053570644
6.4,8.7,4.0,1.0,2.0070547071429976,2.526041094690058,2.526041094690058
6.4,8.7,5.0,0.8,2.0027461115027805,2.922285637909334,2.9222856379093343
