e_J1,e_J2,Xo,X2,S1,v_J1,v_J2
6.4,8.7,5.0,1.0,2.234879156104567,2.744063073321749,2.7440630733217497
0.6400000000000001,8.7,5.0,1.0,0.45861386006890914,0.4812418355932294,0.48124183559322936
6.4,0.87,5.0,1.0,9.901840569940797,0.5978394992044986,0.5978394992044985
6.4,8.7,0.5,1.0,0.6797948876319423,0.8524963335479168,0.8524963335479167
6.4,8.7,5.0,0.1,0.8705242535793009,4.140330460677099,4.1403304606771
