e_J1,e_J2,Xo,X2,S1,v_J1,v_J2
6.4,8.7,5.0,1.0,2.234879156104567,2.744063073321749,2.7440630733217497
7.68,8.7,5.0,1.0,2.557709640210841,3.027891120989244,3.0278911209892434
6.4,10.44,5.0,1.0,1.9513023233235858,2.9642814815006275,2.964281481500627
6.4,8.7,6.0,1.0,2.4365764282205125,2.924621067952789,2.924621067952787
6.4,8.7,5.0,1.2,2.446982242444307,2.5957539007043295,2.59575390070433
