e_J1,e_J2,Xo,X2,S1,v_J1,v_J2
6.4,8.7,5.0,1.0,2.234879156104567,2.744063073321749,2.7440630733217497
6.720000000000001,8.7,5.0,1.0,2.317264627668545,2.8191606906987654,2.8191606906987654
6.4,9.135,5.0,1.0,2.155304445695108,2.803168092958343,2.803168092958343
6.4,8.7,5.25,1.0,2.287454296301624,2.7922070455368715,2.792207045536872
6.4,8.7,5.0,1.05,2.289585602489097,2.704561361009152,2.7045613610091523
