e_J1,e_J2,Xo,X2,S1,v_J1,v_J2
6.4,8.7,5.0,1.0,2.234879156104567,2.744063073321749,2.7440630733217497
6.4,8.7,5.0,1.0,2.234879156104567,2.744063073321749,2.7440630733217497
6.4,8.7,5.0,1.0,2.234879156104567,2.744063073321749,2.7440630733217497
6.4,8.7,5.0,1.0,2.234879156104567,2.744063073321749,2.7440630733217497
6.4,8.7,5.0,1.0,2.234879156104567,2.744063073321749,2.7440630733217497
