e_J1,e_J2,Xo,X2,S1,v_J1,v_J2
6.4,8.7,5.0,1.0,2.234879156104567,2.744063073321749,2.7440630733217497
8.959999999999999,8.7,5.0,1.0,2.8641206405681654,3.273343565801072,3.2733435658010714
6.4,12.179999999999998,5.0,1.0,1.7393605380230663,3.147972752434339,3.147972752434339
6.4,8.7,7.0,1.0,2.618487821708155,3.0783275030062667,3.0783275030062667
6.4,8.7,5.0,1.4,2.6433359159907246,2.4692973689075504,2.46929736890755
